epoch,train_loss,train_acc,val_loss,val_acc,val_precision,val_recall,val_f1
1,0.7307065650820732,48.75,0.7188844680786133,51.66666666666667,0.2672413793103448,0.4696969696969697,0.3406593406593406
2,0.7013968974351883,48.75,0.6978521645069122,45.0,0.225,0.5,0.3103448275862069
3,0.6881112977862358,53.333333333333336,0.6949197351932526,51.66666666666667,0.2672413793103448,0.4696969696969697,0.3406593406593406
4,0.682270884513855,54.58333333333333,0.6912191212177277,53.333333333333336,0.2711864406779661,0.48484848484848486,0.3478260869565218
5,0.6734060794115067,56.666666666666664,0.6895861327648163,51.66666666666667,0.39285714285714285,0.4730639730639731,0.3693367162015223
6,0.6630443558096886,63.33333333333333,0.6817029416561127,60.0,0.5942857142857143,0.5925925925925926,0.5927601809954751
7,0.6339146420359612,74.16666666666667,0.6708367466926575,55.00000000000001,0.5288461538461539,0.5134680134680134,0.4554621848739496
8,0.5875396132469177,75.0,0.6222620606422424,71.66666666666667,0.725,0.702020202020202,0.7027105800058292
9,0.4950130693614483,84.16666666666667,0.5464369654655457,75.0,0.7544642857142857,0.7558922558922558,0.7499305362600722
10,0.272278125397861,92.08333333333333,0.5960780084133148,80.0,0.8131868131868132,0.7878787878787878,0.7916666666666666
11,0.16000208887271583,95.41666666666667,0.7763423919677734,80.0,0.8254172015404364,0.7845117845117846,0.7884841363102233
12,0.1510419067926705,95.41666666666667,0.780444860458374,78.33333333333333,0.8,0.7693602693602694,0.7726610317691636
13,0.08879087469540536,97.5,0.7319606989622116,78.33333333333333,0.7847222222222222,0.7760942760942762,0.7783461210571185
14,0.10171768954023719,95.83333333333334,0.6940523982048035,78.33333333333333,0.7952488687782806,0.7929292929292929,0.783273131425396
15,0.08026098203845322,97.08333333333333,0.6935511827468872,78.33333333333333,0.78125,0.7828282828282829,0.781818181818182
16,0.057798443478532135,99.58333333333333,0.5828028470277786,83.33333333333334,0.8316498316498316,0.8316498316498316,0.8316498316498318
17,0.020458827377296984,99.58333333333333,0.7944926023483276,83.33333333333334,0.8342857142857143,0.8282828282828283,0.830316742081448
18,0.022740394750144333,99.58333333333333,0.8918928503990173,83.33333333333334,0.8342857142857143,0.8282828282828283,0.830316742081448
19,0.003687788877869025,100.0,0.8712512850761414,80.0,0.8020022246941045,0.8047138047138047,0.7997775305895439
20,0.006156229414045811,100.0,0.9020741879940033,81.66666666666667,0.8166666666666667,0.8198653198653199,0.8162071846282373
21,0.003905528225004673,100.0,0.8741748034954071,85.0,0.8495475113122172,0.8468013468013468,0.8479301605181638
22,0.0018241200887132436,100.0,0.9215660393238068,85.0,0.8495475113122172,0.8468013468013468,0.8479301605181638
23,0.0021631406852975488,100.0,0.9637219905853271,85.0,0.8495475113122172,0.8468013468013468,0.8479301605181638
24,0.0011505614966154099,100.0,0.9341957867145538,85.0,0.8495475113122172,0.8468013468013468,0.8479301605181638
25,0.0015106305436347611,100.0,0.9698422253131866,85.0,0.8495475113122172,0.8468013468013468,0.8479301605181638
26,0.0014294436550699174,100.0,1.0033955574035645,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
27,0.001286106969928369,100.0,0.9471771568059921,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
28,0.0012441364597179927,100.0,0.9935131967067719,85.0,0.8482142857142857,0.8501683501683501,0.848951048951049
29,0.0009196652899845503,100.0,1.055976077914238,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
30,0.0007152633806981612,100.0,1.0214278399944305,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
31,0.000731126874597976,100.0,1.0375527143478394,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
32,0.0008354681631317362,100.0,0.9952561631798744,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
33,0.000928570512769511,100.0,1.0794310867786407,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
34,0.0006214407367224339,100.0,1.0750232338905334,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
35,0.0006788658938603476,100.0,1.0783118605613708,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
36,0.0005131057732796762,100.0,1.1279807686805725,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
37,0.00047706422992632724,100.0,1.1355973184108734,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
38,0.00036246879608370364,100.0,1.1119424104690552,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
39,0.00047886564607324544,100.0,1.0787521302700043,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
40,0.00046167539949237835,100.0,1.1567650437355042,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
41,0.000491496177346562,100.0,1.1253456473350525,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
42,0.0006215883386175847,100.0,1.140795111656189,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
43,0.0003235775511711836,100.0,1.1564272046089172,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
44,0.000511684593220707,100.0,1.1143049001693726,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
45,0.00038412980575230904,100.0,1.1455203890800476,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
46,0.0002760672414297005,100.0,1.1581238508224487,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
47,0.0003447246945142979,100.0,1.1740713119506836,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
48,0.000507590073539177,100.0,1.1602669656276703,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
49,0.0002503665255062515,100.0,1.2094374895095825,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
50,0.00021629146067425609,100.0,1.1951144337654114,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
51,0.0003235185195080703,100.0,1.2071690559387207,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
52,0.00040222892857855186,100.0,1.1968039870262146,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
53,0.00028275321164983325,100.0,1.1952094733715057,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
54,0.0002479076565577998,100.0,1.2020806074142456,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
55,0.00024201965788961388,100.0,1.2238043546676636,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
56,0.0003142733557979227,100.0,1.2497098445892334,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
57,0.00018024710243480513,100.0,1.2272403240203857,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
58,0.00025576890857337276,100.0,1.2274261713027954,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
59,0.00016131300799315795,100.0,1.2364304065704346,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
60,0.00015265798265318153,100.0,1.2666995823383331,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
61,0.00015828160940145608,100.0,1.2520936727523804,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
62,0.00019952955699409358,100.0,1.2725958228111267,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
63,0.0003279159636804252,100.0,1.2544910311698914,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
64,0.00017433380617148941,100.0,1.2670555710792542,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
65,0.00022665461619908456,100.0,1.285961776971817,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
66,0.0001655843980188365,100.0,1.2143032252788544,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
67,0.00018595145047584083,100.0,1.2796638906002045,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
68,0.00011516893209773116,100.0,1.2541483044624329,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
69,0.0007382890444205259,100.0,1.2512719929218292,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
70,0.00023125425195757998,100.0,1.297658920288086,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
71,0.00011398275637475308,100.0,1.231300562620163,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
72,0.0001611490806681104,100.0,1.3120120763778687,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
73,0.00034241165758430725,100.0,1.2734872102737427,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
74,0.0001734877268972923,100.0,1.2894597053527832,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
75,0.00015419115288750618,100.0,1.315333992242813,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
76,8.909904227039078e-05,100.0,1.2965511679649353,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
77,8.726381611268152e-05,100.0,1.3109865188598633,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
78,0.00010948495537377312,100.0,1.2724096179008484,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
79,0.00013469001214616583,100.0,1.314067304134369,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
80,9.538255790175754e-05,100.0,1.318504512310028,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
81,9.408392270415789e-05,100.0,1.278628557920456,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
82,0.00021041864556536893,100.0,1.2773487865924835,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
83,0.0001046403467626078,100.0,1.2491317689418793,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
84,7.105263375706272e-05,100.0,1.3530352711677551,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
85,9.348393405161914e-05,100.0,1.2629454880952835,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
86,7.950710323711974e-05,100.0,1.350709468126297,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
87,6.959841266507283e-05,100.0,1.3380733132362366,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
88,9.477121511736186e-05,100.0,1.339280128479004,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
89,6.582723653991707e-05,100.0,1.3646182119846344,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
90,8.247000232586288e-05,100.0,1.3677859008312225,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
91,8.044399373829947e-05,100.0,1.3643657565116882,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
92,8.822161498756032e-05,100.0,1.299500197172165,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
93,6.839265097369207e-05,100.0,1.3502996563911438,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
94,0.00011710030639733304,100.0,1.3306319117546082,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
95,6.389948839569115e-05,100.0,1.3353131413459778,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
96,5.4997937240841566e-05,100.0,1.3734080791473389,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
97,8.84198793755786e-05,100.0,1.383899211883545,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
98,6.145547649794025e-05,100.0,1.366191029548645,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
99,8.605193670518929e-05,100.0,1.3650411367416382,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
100,6.629269910263247e-05,100.0,1.2982404381036758,86.66666666666667,0.8653198653198653,0.8653198653198653,0.8653198653198653
